,HH_ID,I_Cookstove__id,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13a,I13b,I14__111,I14__1,I14__2,I14__3,I14__4,I14__5,I14__6,I14__7,I14__8,I14__9,I14__10,I14__11,I14__12,I15,I16,I16_oth,I17,I18,I19a,I19b,I20a,I20b,I21,I22,I23,I24,I25,I26,I27,I31__1,I31__2,I31__3,I31__4,I31__5,I31__6,I31__7,I31__8,I31__9,I32,I32_oth,I33,I35,I36a,I36b,interview__key
77,1003514383001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,25,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Wood purchased,Crop Residue/Plant Biomass,Mostly available,Sometimes available,5,7,2,100,0,120,4,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1000,0.0,79-07-60-13
78,1003514383201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,35,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Crop Residue/Plant Biomass,Always available,Mostly available,5,7,2,180,60,120,45,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,81-53-52-30
79,1003514384001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,35,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Wood collected,Wood purchased,Mostly available,Sometimes available,10,7,3,140,75,180,180,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,520.0,95-38-24-75
80,1003514384104.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Wood purchased,Mostly available,Always available,1,7,3,60,60,150,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,300,200.0,76-45-45-64
81,1003514384902.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Sometimes available,5,7,3,60,60,120,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4000,300.0,21-12-26-55
82,1003514385301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,21,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Crop Residue/Plant Biomass,Wood purchased,Mostly available,Always available,5,7,3,70,45,90,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,900,1500.0,45-94-02-63
83,1003514385303.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood collected,Garbage/plastic,Mostly available,Sometimes available,7,7,2,60,0,90,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,77-33-06-86
84,1003514385305.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Crop Residue/Plant Biomass,Garbage/plastic,Mostly available,Always available,6,7,3,46,57,39,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,87-39-72-86
85,1003514385706.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Garbage/plastic,Always available,Always available,12,7,1,0,0,49,16,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1000,0.0,26-76-86-99
86,1004500060202.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Mostly available,5,7,1,10,0,60,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,0.0,27-53-45-95
87,1004500060304.0,1,3-Stone/Open Fire Stove,,,,,,,,,,17,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Crop Residue/Plant Biomass,Always available,Mostly available,5,7,2,60,0,90,12,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,97-12-07-90
88,1004500060401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Always available,,3,7,3,60,60,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,87-17-53-83
89,1004500060401.0,2,LPG/Natural Gas Stove,"Purchased, upfront",Head,10000.0,,No,flecha gaz,25000.0,,1.0,1,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,50,2,1,50,0,0,30,No,No,No,No,No,No,No,No,Yes,,,No,,1500,,87-17-53-83
90,1004500060701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Sometimes available,,3,7,7,5,0,120,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1800,,33-35-65-38
91,1004500060701.0,2,Manufactured Stove Traditional,"Purchased, upfront",Head,300.0,,No,do not know,500.0,,1.0,1,888,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Moveable,Outdoors,,,,Charcoal,Not applicable,Mostly available,,5,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,0,,33-35-65-38
92,1004500060703.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,4,7,2,0,50,60,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1800,,13-13-22-63
93,1004500060801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,17,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Crop Residue/Plant Biomass,Always available,Mostly available,5,7,2,60,0,90,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,81-81-42-28
94,1004500061004.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Wood purchased,Always available,Always available,3,7,3,50,60,90,20,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,0,560.0,76-08-45-69
95,1004500061301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,25,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Not applicable,Always available,,2,7,3,60,60,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,45-97-22-88
96,1004500061303.0,1,3-Stone/Open Fire Stove,,,,,,,,,,14,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,7,20,0,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,200,,52-48-73-48
97,1004500061303.0,2,Manufactured Stove Traditional,"Purchased, upfront",Head,300.0,,No,it was locally made,400.0,,1.0,7,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Charcoal,Not applicable,Always available,,3,2,1,10,0,15,3,No,No,No,No,No,No,No,No,Yes,,,No,,400,,52-48-73-48
98,1004500061601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Always available,,5,7,3,60,45,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3600,,01-73-31-66
99,1004500061802.0,1,3-Stone/Open Fire Stove,,,,,,,,,,13,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Wood collected,Always available,Always available,3,7,3,40,30,120,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3600,0.0,40-74-32-99
100,1004500061902.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Mostly available,3,7,2,45,0,80,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,0.0,55-69-05-02
101,1004500062002.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Not applicable,Always available,,5,7,2,0,60,90,3,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,91-36-00-37
102,1004500062301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood collected,Not applicable,Always available,,3,7,2,15,0,60,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,16-16-10-30
103,1004503360102.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Not applicable,Always available,,3,7,3,60,60,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,33-42-18-17
104,1004503361901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,0,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Not applicable,Always available,,5,7,3,50,60,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,200,,57-75-72-07
105,1004503363001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Wood purchased,Mostly available,Mostly available,2,7,3,60,60,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,200.0,13-90-97-64
106,1004503363201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,19,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,3,7,2,90,0,60,8,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4200,,11-29-43-33
107,1004503363801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,3,7,2,120,0,100,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3600,,42-90-66-65
108,1004503364404.0,1,3-Stone/Open Fire Stove,,,,,,,,,,24,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Mostly available,5,7,2,120,0,70,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1800,0.0,45-17-83-26
109,1004503364406.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood collected,Not applicable,Mostly available,,15,7,3,40,160,180,15,No,No,No,No,No,No,No,Yes,No,Yes,,Yes,Yes,0,,03-62-46-63
110,1004503364501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood collected,Not applicable,Always available,,6,7,2,0,60,150,3,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,58-47-82-15
111,1004503364801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Wood purchased,Mostly available,Mostly available,3,7,3,60,60,90,4,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,2100.0,32-83-60-25
112,1004503365501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Not applicable,Always available,,2,7,3,50,60,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,150,,57-51-64-85
113,1004503366101.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Not applicable,Always available,,2,7,3,50,90,60,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,500,,28-45-15-70
114,1004503366501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood collected,Not applicable,Always available,,5,7,2,60,0,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,62-98-60-08
115,1004503366901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,40,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,2,30,0,60,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4200,,08-83-34-14
116,1004503367102.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,2,30,0,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1300,,76-09-65-35
117,1005513600301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,7,7,1,0,5,0,8,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,06-90-04-40
118,1005513600402.0,1,3-Stone/Open Fire Stove,,,,,,,,,,27,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,6,7,1,0,0,54,8,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,49-15-92-82
119,1005513600404.0,1,3-Stone/Open Fire Stove,,,,,,,,,,45,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Wood collected,Crop Residue/Plant Biomass,Mostly available,Mostly available,5,7,2,50,0,100,4,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,16-92-70-09
120,1005513600702.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,4,7,1,54,0,0,9,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,39-16-76-58
121,1005513600801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,16,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Wood purchased,Mostly available,Always available,3,7,2,40,0,90,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,1500.0,37-99-17-76
122,1005513600804.0,1,3-Stone/Open Fire Stove,,,,,,,,,,40,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Wood collected,Crop Residue/Plant Biomass,Mostly available,Mostly available,5,7,2,40,0,120,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,72-71-01-13
123,1005513600806.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Wood purchased,Mostly available,Always available,10,7,2,0,120,180,15,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,0,0.0,84-42-25-17
124,1005513600807.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fixed,"In dwelling, NOT in sleeping area",,,,Wood purchased,Crop Residue/Plant Biomass,Mostly available,Sometimes available,5,7,2,180,0,190,140,No,Yes,No,No,No,No,No,No,No,Yes,,Yes,Yes,1200,0.0,76-54-70-49
125,1005513600808.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Wood purchased,Mostly available,Always available,10,7,2,30,0,70,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,29-63-37-03
126,1005513600809.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fixed,"In dwelling, NOT in sleeping area",,,,Crop Residue/Plant Biomass,Garbage/plastic,Always available,Rarely available,5,7,2,120,0,180,170,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,19-06-57-32
127,1005513600810.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Crop Residue/Plant Biomass,Animal Waste/Dung,Always available,Sometimes available,16,7,1,0,0,57,9,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,16-37-86-13
128,1005513600812.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Wood purchased,Wood collected,Mostly available,Mostly available,5,7,2,135,0,120,50,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4000,0.0,18-48-32-94
129,1005513600813.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,5,7,3,40,110,120,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,47-08-77-69
130,1005513600902.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,10,7,2,60,0,120,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,65-57-17-93
131,1006521740201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Crop Residue/Plant Biomass,Not applicable,Always available,,2,7,3,60,60,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,13-89-56-82
132,1006521740503.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,3,7,2,50,0,75,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,11-89-44-18
133,1006521740701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,3,7,2,60,0,60,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3,,81-64-94-86
134,1006521740702.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Crop Residue/Plant Biomass,Not applicable,Always available,,2,7,3,60,60,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,07-33-26-23
135,1006521741201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,6,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,5,7,3,30,60,75,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,23-00-75-80
136,1006521741501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Mostly available,,3,7,2,40,0,80,2,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,0,,08-15-58-50
137,1006521741601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,9,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,3,7,2,50,0,70,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,85-42-94-29
138,1006521741603.0,1,3-Stone/Open Fire Stove,,,,,,,,,,12,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,4,7,2,30,0,60,3,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,42-74-95-06
139,1006521741605.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Crop Residue/Plant Biomass,Not applicable,Always available,,5,7,3,60,90,45,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,66-23-39-64
140,1006521741701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,888,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,5,7,2,60,0,45,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,79-53-56-63
141,1006521742203.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Always available,,3,7,2,60,0,60,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,12-80-19-19
142,1006521742204.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Crop Residue/Plant Biomass,Not applicable,Mostly available,,5,7,2,50,0,60,4,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,52-05-63-75
143,1006521742302.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Crop Residue/Plant Biomass,Not applicable,Always available,,2,7,3,60,90,45,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,00-92-42-34
144,1006521742304.0,1,3-Stone/Open Fire Stove,,,,,,,,,,6,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood collected,Not applicable,Always available,,2,7,3,60,90,45,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,17-19-55-27
145,1007507540802.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,10,7,2,120,0,120,4,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1085,,88-64-67-19
146,1007507540901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,35,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fixed,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Mostly available,Mostly available,5,7,3,30,120,140,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3600,0.0,03-45-93-66
147,1007507541806.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Crop Residue/Plant Biomass,Wood purchased,Always available,Mostly available,14,7,1,0,0,56,18,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1050,0.0,10-62-44-84
148,1007507541901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood collected,Crop Residue/Plant Biomass,Mostly available,Mostly available,7,7,2,0,54,37,21,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,0,0.0,00-12-37-58
149,1007507542203.0,1,3-Stone/Open Fire Stove,,,,,,,,,,40,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Crop Residue/Plant Biomass,Wood purchased,Always available,Always available,17,7,1,58,0,0,16,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,3150.0,49-71-61-67
150,1007507542401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Sometimes available,5,7,3,40,90,120,15,No,No,No,No,Yes,No,No,No,No,Yes,,Yes,Yes,600,400.0,28-90-04-98
151,1007507542501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Mostly available,3,7,2,60,0,120,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,0.0,47-22-34-85
152,1007507542601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,10,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Sometimes available,5,7,3,30,60,120,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,200.0,92-10-09-68
153,1007507542801.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Mostly available,10,7,3,40,60,120,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1000,0.0,34-59-25-78
154,1007507543802.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Always available,5,7,3,30,30,120,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3100,0.0,09-14-27-08
155,1007507543803.0,1,3-Stone/Open Fire Stove,,,,,,,,,,20,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Always available,Sometimes available,5,7,3,40,70,120,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,32-20-35-35
156,1007507544003.0,1,3-Stone/Open Fire Stove,,,,,,,,,,17,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood collected,Crop Residue/Plant Biomass,Always available,Mostly available,5,7,2,50,0,150,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,0.0,85-95-95-65
