,HHID,Number_of_items,C109,C110,C111,C112
4025,14790800503012,,,,,
4026,14790800503013,,,,,
4027,14790800503014,,,,,
4028,14790800503015,,,,,
4029,14790800503016,,,,,
4030,14790800503017,,,,,
4031,14790800503018,,,,,
4032,14790800503019,,,,,
4033,14790800503020,,,,,
4034,14790800514001,,,,,
4035,14790800514002,,,,,
4036,14790800514003,,,,,
4037,14790800514004,,,,,
4038,14790800514005,,,,,
4039,14790800514006,,,,,
4040,14790800514007,,,,,
4041,14790800514008,,,,,
4042,14790800514009,,,,,
4043,14790800514010,,,,,
4044,14790800514011,,,,,
4045,14790800514012,,,,,
4046,14790800514013,,,,,
4047,14790800514014,,,,,
4048,14790800514015,,,,,
4049,14790800514016,,,,,
4050,14790800514017,,,,,
4051,14790800514018,,,,,
4052,14790800514019,,,,,
4053,14790800514020,,,,,
4054,14790800611001,,,,,
4055,14790800611002,,,,,
4056,14790800611003,,,,,
4057,14790800611004,,,,,
4058,14790800611005,,,,,
4059,14790800611006,,,,,
4060,14790800611007,,,,,
4061,14790800611008,,,,,
4062,14790800611009,,,,,
4063,14790800611010,,,,,
4064,14790800611011,,,,,
4065,14790800611012,,,,,
4066,14790800611013,,,,,
4067,14790800611014,,,,,
4068,14790800611015,,,,,
4069,14790800611016,,,,,
4070,14790800611017,,,,,
4071,14790800611018,,,,,
4072,14790800611019,,,,,
4073,14790800611020,,,,,
4074,14790800622001,,,,,
4075,14790800622002,,,,,
4076,14790800622003,,,,,
4077,14790800622004,,,,,
4078,14790800622005,,,,,
4079,14790800622006,,,,,
4080,14790800622007,,,,,
4081,14790800622008,,,,,
4082,14790800622009,,,,,
4083,14790800622010,,,,,
4084,14790800622011,,,,,
4085,14790800622012,,,,,
4086,14790800622013,,,,,
4087,14790800622014,,,,,
4088,14790800622015,,,,,
4089,14790800622016,,,,,
4090,14790800622017,1.0,,,35.0,3.0
4091,14790800622018,,,,,
4092,14790800622019,,,,,
4093,14790800622020,,,,,
4094,14790800720002,,,,,
4095,14790800720010,,,,,
4096,14790800720011,,,,,
4097,14790800720012,,,,,
4098,14790800720013,,,,,
4099,14790800720014,,,,,
4100,14790800720015,,,,,
4101,14790800720016,,,,,
4102,14790800720018,,,,,
4103,14790800720022,,,,,
4104,14790800720026,,,,,
4105,14790800720034,,,,,
4106,14790800720042,,,,,
4107,14790800720050,,,,,
4108,14790800720058,,,,,
4109,14790800720066,,,,,
4110,14790800720074,,,,,
4111,14790800720082,,,,,
4112,14790800720090,,,,,
4113,14790800720098,,,,,
4114,14790800733001,,,,,
4115,14790800733002,,,,,
4116,14790800733003,,,,,
4117,14790800733004,,,,,
4118,14790800733005,,,,,
4119,14790800733006,,,,,
4120,14790800733007,,,,,
4121,14790800733008,,,,,
4122,14790800733009,,,,,
4123,14790800733010,,,,,
4124,14790800733011,,,,,
4125,14790800733012,1.0,,,200.0,2.0
4126,14790800733013,,,,,
4127,14790800733014,,,,,
4128,14790800733015,,,,,
4129,14790800733016,,,,,
4130,14790800733017,,,,,
4131,14790800733018,,,,,
4132,14790800733019,,,,,
4133,14790800733020,,,,,
4134,14790800812002,,,,,
4135,14790800812004,,,,,
4136,14790800812009,,,,,
4137,14790800812011,,,,,
4138,14790800812012,,,,,
4139,14790800812016,,,,,
4140,14790800812018,,,,,
4141,14790800812025,,,,,
4142,14790800812032,,,,,
4143,14790800812039,,,,,
4144,14790800812046,,,,,
4145,14790800812053,,,,,
4146,14790800812057,,,,,
4147,14790800812060,,,,,
4148,14790800812067,,,,,
4149,14790800812074,,,,,
4150,14790800812081,,,,,
4151,14790800812088,,,,,
4152,14790800812095,,,,,
4153,14800900214007,,,,,
4154,14800900214017,,,,,
4155,14800900214027,,,,,
4156,14800900214037,,,,,
4157,14800900214047,,,,,
4158,14800900214057,,,,,
4159,14800900214067,,,,,
4160,14800900214077,,,,,
4161,14800900214087,,,,,
4162,14800900214097,,,,,
4163,14800900214107,,,,,
4164,14800900214117,,,,,
4165,14800900559009,,,,,
4166,14800900559020,,,,,
4167,14800900559031,,,,,
4168,14800900559042,,,,,
4169,14800900559053,,,,,
4170,14800900559064,,,,,
4171,14800900559075,,,,,
4172,14800900559086,,,,,
4173,14800900559097,,,,,
4174,14800900559108,,,,,
4175,14800900559119,,,,,
4176,14800900559130,,,,,
4177,14800900802004,,,,,
4178,14800900802011,,,,,
4179,14800900802018,,,,,
4180,14800900802025,,,,,
4181,14800900802032,,,,,
4182,14800900802039,,,,,
4183,14800900802046,,,,,
4184,14800900802053,,,,,
4185,14800900802060,,,,,
4186,14800900802067,,,,,
4187,14800900802074,,,,,
4188,14800900802081,,,,,
4189,14811000201003,,,,,
4190,14811000201008,,,,,
4191,14811000201013,,,,,
4192,14811000201018,,,,,
4193,14811000201023,,,,,
4194,14811000201028,,,,,
4195,14811000201033,,,,,
4196,14811000201038,,,,,
4197,14811000201043,,,,,
4198,14811000201048,,,,,
4199,14811000201053,,,,,
4200,14811000201058,,,,,
4201,14811000527009,,,,,
4202,14811000527010,,,,,
4203,14811000527020,,,,,
4204,14811000527031,,,,,
4205,14811000527042,,,,,
4206,14811000527053,,,,,
4207,14811000527064,,,,,
4208,14811000527075,,,,,
4209,14811000527086,,,,,
4210,14811000527097,,,,,
4211,14811000527119,,,,,
4212,14811000527130,,,,,
4213,14811000825005,,,,,
4214,14811000825013,,,,,
4215,14811000825021,,,,,
4216,14811000825029,,,,,
4217,14811000825037,,,,,
4218,14811000825045,,,,,
4219,14811000825053,,,,,
4220,14811000825061,,,,,
4221,14811000825069,,,,,
4222,14811000825077,,,,,
4223,14811000825085,,,,,
4224,14811000825093,,,,,
4225,15710100216013,,,,,
4226,15710100216014,,,,,
4227,15710100216015,,,,,
4228,15710100216017,,,,,
4229,15710100216018,,,,,
4230,15710100216019,,,,,
4231,15710100216020,,,,,
4232,15710100216021,,,,,
4233,15710100216023,,,,,
4234,15710100216024,,,,,
4235,15710100216025,,,,,
4236,15710100216026,,,,,
4237,15710100267001,,,,,
4238,15710100267002,,,,,
4239,15710100267003,,,,,
4240,15710100267004,,,,,
4241,15710100267005,,,,,
4242,15710100267006,,,,,
4243,15710100267007,,,,,
4244,15710100267008,,,,,
4245,15710100267009,,,,,
4246,15710100267010,,,,,
4247,15710100267011,,,,,
4248,15710100267012,,,,,
4249,15710100415001,,,,,
4250,15710100415002,,,,,
4251,15710100415003,,,,,
4252,15710100415004,,,,,
4253,15710100415005,,,,,
4254,15710100415006,,,,,
4255,15710100415007,,,,,
4256,15710100415008,,,,,
4257,15710100415009,,,,,
4258,15710100415010,,,,,
4259,15710100415011,,,,,
4260,15710100415012,,,,,
4261,15710100605001,,,,,
4262,15710100605002,,,,,
4263,15710100605003,,,,,
4264,15710100605004,,,,,
4265,15710100605005,,,,,
4266,15710100605006,,,,,
4267,15710100605007,,,,,
4268,15710100605008,,,,,
4269,15710100605009,,,,,
4270,15710100605010,,,,,
4271,15710100605011,,,,,
4272,15710100605012,,,,,
4273,15710100810001,,,,,
4274,15710100810002,,,,,
4275,15710100810003,,,,,
4276,15710100810004,,,,,
4277,15710100810005,,,,,
4278,15710100810006,,,,,
4279,15710100810007,,,,,
4280,15710100810008,,,,,
4281,15710100810009,,,,,
4282,15710100810010,,,,,
4283,15710100810011,,,,,
4284,15710100810012,,,,,
4285,15710100926001,,,,,
4286,15710100926002,,,,,
4287,15710100926003,,,,,
4288,15710100926004,,,,,
4289,15710100926005,,,,,
4290,15710100926006,,,,,
4291,15710100926007,,,,,
4292,15710100926008,,,,,
4293,15710100926009,,,,,
4294,15710100926010,,,,,
4295,15710100926011,,,,,
4296,15710100926012,,,,,
4297,15710101201001,,,,,
4298,15710101201002,,,,,
4299,15710101201003,,,,,
4300,15710101201004,,,,,
4301,15710101201005,,,,,
4302,15710101201006,,,,,
4303,15710101201007,,,,,
4304,15710101201008,,,,,
4305,15710101201009,,,,,
4306,15710101201010,,,,,
4307,15710101201011,,,,,
4308,15710101201012,,,,,
4309,15710101301010,,,,,
4310,15710101301028,,,,,
4311,15710101301046,,,,,
4312,15710101301064,,,,,
4313,15710101301082,,,,,
4314,15710101301100,,,,,
4315,15710101301118,,,,,
4316,15710101301136,,,,,
4317,15710101301154,,,,,
4318,15710101301172,,,,,
4319,15710101301190,,,,,
4320,15710101301208,,,,,
