,HHID,Item,L3
970,01020801604100,5,0.0
971,01020801604100,6,1000.0
972,01020801604100,7,0.0
973,01020801604100,8,200.0
974,01020801604100,9,0.0
975,01020801604100,10,0.0
976,01020801604100,11,0.0
977,01020801604100,12,0.0
978,01020801604100,13,0.0
979,01020801604100,14,0.0
980,01020801604135,1,0.0
981,01020801604135,2,500.0
982,01020801604135,3,400.0
983,01020801604135,4,200.0
984,01020801604135,5,0.0
985,01020801604135,6,2000.0
986,01020801604135,7,0.0
987,01020801604135,8,400.0
988,01020801604135,9,0.0
989,01020801604135,10,0.0
990,01020801604135,11,0.0
991,01020801604135,12,0.0
992,01020801604135,13,0.0
993,01020801604135,14,0.0
994,01020801604170,1,800.0
995,01020801604170,2,500.0
996,01020801604170,3,100.0
997,01020801604170,4,120.0
998,01020801604170,5,200.0
999,01020801604170,6,1200.0
1000,01020801604170,7,450.0
1001,01020801604170,8,250.0
1002,01020801604170,9,0.0
1003,01020801604170,10,0.0
1004,01020801604170,11,0.0
1005,01020801604170,12,1000.0
1006,01020801604170,13,0.0
1007,01020801604170,14,0.0
1008,01020901705002,1,900.0
1009,01020901705002,2,500.0
1010,01020901705002,3,600.0
1011,01020901705002,4,200.0
1012,01020901705002,5,0.0
1013,01020901705002,6,2500.0
1014,01020901705002,7,0.0
1015,01020901705002,8,400.0
1016,01020901705002,9,0.0
1017,01020901705002,10,0.0
1018,01020901705002,11,0.0
1019,01020901705002,12,0.0
1020,01020901705002,13,0.0
1021,01020901705002,14,0.0
1022,01020901705018,1,1200.0
1023,01020901705018,2,450.0
1024,01020901705018,3,500.0
1025,01020901705018,4,250.0
1026,01020901705018,5,0.0
1027,01020901705018,6,1500.0
1028,01020901705018,7,0.0
1029,01020901705018,8,250.0
1030,01020901705018,9,0.0
1031,01020901705018,10,0.0
1032,01020901705018,11,0.0
1033,01020901705018,12,0.0
1034,01020901705018,13,0.0
1035,01020901705018,14,0.0
1036,01020901705034,1,300.0
1037,01020901705034,2,400.0
1038,01020901705034,3,200.0
1039,01020901705034,4,100.0
1040,01020901705034,5,0.0
1041,01020901705034,6,1200.0
1042,01020901705034,7,0.0
1043,01020901705034,8,200.0
1044,01020901705034,9,0.0
1045,01020901705034,10,0.0
1046,01020901705034,11,0.0
1047,01020901705034,12,0.0
1048,01020901705034,13,0.0
1049,01020901705034,14,0.0
1050,01020901705050,1,4000.0
1051,01020901705050,2,900.0
1052,01020901705050,3,2000.0
1053,01020901705050,4,300.0
1054,01020901705050,5,0.0
1055,01020901705050,6,0.0
1056,01020901705050,7,0.0
1057,01020901705050,8,200.0
1058,01020901705050,9,0.0
1059,01020901705050,10,0.0
1060,01020901705050,11,0.0
1061,01020901705050,12,0.0
1062,01020901705050,13,5000.0
1063,01020901705050,14,0.0
1064,01020901705066,1,600.0
1065,01020901705066,2,2000.0
1066,01020901705066,3,2000.0
1067,01020901705066,4,0.0
1068,01020901705066,5,0.0
1069,01020901705066,6,0.0
1070,01020901705066,7,0.0
1071,01020901705066,8,100.0
1072,01020901705066,9,0.0
1073,01020901705066,10,0.0
1074,01020901705066,11,0.0
1075,01020901705066,12,0.0
1076,01020901705066,13,5000.0
1077,01020901705066,14,0.0
1078,01020901705082,1,0.0
1079,01020901705082,2,1500.0
1080,01020901705082,3,1500.0
1081,01020901705082,4,0.0
1082,01020901705082,5,20.0
1083,01020901705082,6,0.0
1084,01020901705082,7,0.0
1085,01020901705082,8,0.0
1086,01020901705082,9,0.0
1087,01020901705082,10,0.0
1088,01020901705082,11,0.0
1089,01020901705082,12,0.0
1090,01020901705082,13,8000.0
1091,01020901705082,14,0.0
1092,01020901705098,1,0.0
1093,01020901705098,2,500.0
1094,01020901705098,3,2500.0
1095,01020901705098,4,800.0
1096,01020901705098,5,0.0
1097,01020901705098,6,550.0
1098,01020901705098,7,0.0
1099,01020901705098,8,0.0
1100,01020901705098,9,0.0
1101,01020901705098,10,0.0
1102,01020901705098,11,0.0
1103,01020901705098,12,0.0
1104,01020901705098,13,3000.0
1105,01020901705098,14,0.0
1106,01020901705114,1,0.0
1107,01020901705114,2,1500.0
1108,01020901705114,3,2000.0
1109,01020901705114,4,600.0
1110,01020901705114,5,0.0
1111,01020901705114,6,0.0
1112,01020901705114,7,0.0
1113,01020901705114,8,350.0
1114,01020901705114,9,0.0
1115,01020901705114,10,0.0
1116,01020901705114,11,0.0
1117,01020901705114,12,0.0
1118,01020901705114,13,2500.0
1119,01020901705114,14,0.0
1120,01020901705130,1,0.0
1121,01020901705130,2,850.0
1122,01020901705130,3,1500.0
1123,01020901705130,4,700.0
1124,01020901705130,5,0.0
1125,01020901705130,6,350.0
1126,01020901705130,7,0.0
1127,01020901705130,8,0.0
1128,01020901705130,9,0.0
1129,01020901705130,10,0.0
1130,01020901705130,11,0.0
1131,01020901705130,12,0.0
1132,01020901705130,13,1500.0
1133,01020901705130,14,0.0
1134,01020901705146,1,0.0
1135,01020901705146,2,1800.0
1136,01020901705146,3,2000.0
1137,01020901705146,4,500.0
1138,01020901705146,5,0.0
1139,01020901705146,6,0.0
1140,01020901705146,7,0.0
1141,01020901705146,8,0.0
1142,01020901705146,9,0.0
1143,01020901705146,10,0.0
1144,01020901705146,11,0.0
1145,01020901705146,12,0.0
1146,01020901705146,13,2000.0
1147,01020901705146,14,0.0
1148,01020901705162,1,408.0
1149,01020901705162,2,0.0
1150,01020901705162,3,200.0
1151,01020901705162,4,100.0
1152,01020901705162,5,0.0
1153,01020901705162,6,450.0
1154,01020901705162,7,250.0
1155,01020901705162,8,450.0
1156,01020901705162,9,0.0
1157,01020901705162,10,0.0
1158,01020901705162,11,0.0
1159,01020901705162,12,0.0
1160,01020901705162,13,0.0
1161,01020901705162,14,0.0
1162,01020901705178,1,600.0
1163,01020901705178,2,1500.0
1164,01020901705178,3,1000.0
1165,01020901705178,4,0.0
1166,01020901705178,5,0.0
1167,01020901705178,6,0.0
1168,01020901705178,7,0.0
1169,01020901705178,8,0.0
1170,01020901705178,9,0.0
1171,01020901705178,10,0.0
1172,01020901705178,11,0.0
1173,01020901705178,12,0.0
1174,01020901705178,13,0.0
1175,01020901705178,14,0.0
1176,01021200418002,1,-888.0
1177,01021200418002,2,300.0
1178,01021200418002,3,100.0
1179,01021200418002,4,-888.0
1180,01021200418002,5,-888.0
1181,01021200418002,6,-888.0
1182,01021200418002,7,-888.0
1183,01021200418002,8,-888.0
1184,01021200418002,9,-888.0
1185,01021200418002,10,-888.0
1186,01021200418002,11,-888.0
1187,01021200418002,12,-888.0
1188,01021200418002,13,-888.0
1189,01021200418002,14,-888.0
1190,01021200418013,1,-888.0
1191,01021200418013,2,-888.0
1192,01021200418013,3,500.0
1193,01021200418013,4,-888.0
1194,01021200418013,5,-888.0
1195,01021200418013,6,-888.0
1196,01021200418013,7,-888.0
1197,01021200418013,8,-888.0
1198,01021200418013,9,-888.0
1199,01021200418013,10,-888.0
1200,01021200418013,11,-888.0
1201,01021200418013,12,-888.0
1202,01021200418013,13,-888.0
1203,01021200418013,14,-888.0
1204,01021200418024,1,-888.0
1205,01021200418024,2,2000.0
1206,01021200418024,3,1500.0
1207,01021200418024,4,-888.0
1208,01021200418024,5,-888.0
1209,01021200418024,6,-888.0
1210,01021200418024,7,-888.0
1211,01021200418024,8,-888.0
1212,01021200418024,9,-888.0
1213,01021200418024,10,-888.0
1214,01021200418024,11,-888.0
1215,01021200418024,12,-888.0
1216,01021200418024,13,-888.0
1217,01021200418024,14,-888.0
1218,01021200418035,1,100.0
1219,01021200418035,2,1500.0
1220,01021200418035,3,500.0
1221,01021200418035,4,-888.0
1222,01021200418035,5,-888.0
1223,01021200418035,6,-888.0
1224,01021200418035,7,-888.0
1225,01021200418035,8,-888.0
1226,01021200418035,9,-888.0
1227,01021200418035,10,-888.0
1228,01021200418035,11,-888.0
1229,01021200418035,12,-888.0
1230,01021200418035,13,-888.0
1231,01021200418035,14,-888.0
1232,01021200418046,1,500.0
1233,01021200418046,2,2000.0
1234,01021200418046,3,1000.0
1235,01021200418046,4,-888.0
1236,01021200418046,5,-888.0
1237,01021200418046,6,-888.0
1238,01021200418046,7,-888.0
1239,01021200418046,8,-888.0
1240,01021200418046,9,-888.0
1241,01021200418046,10,-888.0
1242,01021200418046,11,-888.0
1243,01021200418046,12,-888.0
1244,01021200418046,13,-888.0
1245,01021200418046,14,-888.0
1246,01021200418057,1,-888.0
1247,01021200418057,2,500.0
1248,01021200418057,3,150.0
1249,01021200418057,4,-888.0
1250,01021200418057,5,-888.0
1251,01021200418057,6,-888.0
1252,01021200418057,7,-888.0
1253,01021200418057,8,-888.0
1254,01021200418057,9,-888.0
1255,01021200418057,10,-888.0
1256,01021200418057,11,-888.0
1257,01021200418057,12,-888.0
1258,01021200418057,13,-888.0
1259,01021200418057,14,-888.0
1260,01021200418068,1,-888.0
1261,01021200418068,2,200.0
1262,01021200418068,3,100.0
1263,01021200418068,4,-888.0
1264,01021200418068,5,-888.0
1265,01021200418068,6,-888.0
1266,01021200418068,7,-888.0
1267,01021200418068,8,-888.0
1268,01021200418068,9,-888.0
1269,01021200418068,10,-888.0
1270,01021200418068,11,-888.0
1271,01021200418068,12,-888.0
1272,01021200418068,13,-888.0
1273,01021200418068,14,-888.0
1274,01021200418079,1,700.0
1275,01021200418079,2,2000.0
1276,01021200418079,3,1000.0
1277,01021200418079,4,-888.0
1278,01021200418079,5,-888.0
1279,01021200418079,6,-888.0
1280,01021200418079,7,-888.0
1281,01021200418079,8,-888.0
1282,01021200418079,9,-888.0
1283,01021200418079,10,-888.0
1284,01021200418079,11,-888.0
1285,01021200418079,12,-888.0
1286,01021200418079,13,-888.0
1287,01021200418079,14,-888.0
1288,01021200418090,1,700.0
1289,01021200418090,2,1500.0
1290,01021200418090,3,800.0
1291,01021200418090,4,-888.0
1292,01021200418090,5,-888.0
1293,01021200418090,6,-888.0
1294,01021200418090,7,-888.0
1295,01021200418090,8,-888.0
1296,01021200418090,9,-888.0
1297,01021200418090,10,-888.0
1298,01021200418090,11,-888.0
1299,01021200418090,12,-888.0
1300,01021200418090,13,-888.0
1301,01021200418090,14,-888.0
1302,01021200418101,1,-888.0
1303,01021200418101,2,100.0
1304,01021200418101,3,100.0
1305,01021200418101,4,-888.0
1306,01021200418101,5,-888.0
1307,01021200418101,6,-888.0
1308,01021200418101,7,-888.0
1309,01021200418101,8,-888.0
1310,01021200418101,9,-888.0
1311,01021200418101,10,-888.0
1312,01021200418101,11,-888.0
1313,01021200418101,12,-888.0
1314,01021200418101,13,-888.0
1315,01021200418101,14,-888.0
1316,01021200418112,1,-888.0
1317,01021200418112,2,500.0
1318,01021200418112,3,700.0
1319,01021200418112,4,-888.0
1320,01021200418112,5,-888.0
1321,01021200418112,6,-888.0
1322,01021200418112,7,-888.0
1323,01021200418112,8,-888.0
1324,01021200418112,9,-888.0
1325,01021200418112,10,-888.0
1326,01021200418112,11,-888.0
1327,01021200418112,12,-888.0
1328,01021200418112,13,-888.0
1329,01021200418112,14,-888.0
1330,01021200418123,1,-888.0
1331,01021200418123,2,500.0
1332,01021200418123,3,100.0
1333,01021200418123,4,-888.0
1334,01021200418123,5,-888.0
1335,01021200418123,6,-888.0
1336,01021200418123,7,-888.0
1337,01021200418123,8,-888.0
1338,01021200418123,9,-888.0
1339,01021200418123,10,-888.0
1340,01021200418123,11,-888.0
1341,01021200418123,12,-888.0
1342,01021200418123,13,-888.0
1343,01021200418123,14,-888.0
1344,01030300103004,1,150.0
1345,01030300103004,2,1500.0
1346,01030300103004,3,700.0
1347,01030300103004,4,-888.0
1348,01030300103004,5,-888.0
1349,01030300103004,6,-888.0
1350,01030300103004,7,-888.0
1351,01030300103004,8,-888.0
1352,01030300103004,9,-888.0
1353,01030300103004,10,-888.0
1354,01030300103004,11,-888.0
1355,01030300103004,12,-888.0
1356,01030300103004,13,-888.0
1357,01030300103004,14,-888.0
1358,01030300103017,1,100.0
1359,01030300103017,2,700.0
1360,01030300103017,3,500.0
1361,01030300103017,4,-888.0
1362,01030300103017,5,-888.0
1363,01030300103017,6,-888.0
1364,01030300103017,7,-888.0
1365,01030300103017,8,-888.0
1366,01030300103017,9,-888.0
1367,01030300103017,10,-888.0
1368,01030300103017,11,-888.0
1369,01030300103017,12,-888.0
1370,01030300103017,13,-888.0
1371,01030300103017,14,-888.0
1372,01030300103030,1,150.0
1373,01030300103030,2,2000.0
1374,01030300103030,3,1500.0
1375,01030300103030,4,-888.0
1376,01030300103030,5,-888.0
1377,01030300103030,6,-888.0
1378,01030300103030,7,-888.0
1379,01030300103030,8,-888.0
1380,01030300103030,9,-888.0
1381,01030300103030,10,-888.0
1382,01030300103030,11,-888.0
1383,01030300103030,12,-888.0
1384,01030300103030,13,-888.0
1385,01030300103030,14,-888.0
1386,01030300103043,1,150.0
1387,01030300103043,2,1500.0
1388,01030300103043,3,500.0
1389,01030300103043,4,-888.0
1390,01030300103043,5,-888.0
1391,01030300103043,6,-888.0
1392,01030300103043,7,-888.0
1393,01030300103043,8,-888.0
1394,01030300103043,9,-888.0
1395,01030300103043,10,-888.0
1396,01030300103043,11,-888.0
1397,01030300103043,12,-888.0
1398,01030300103043,13,-888.0
1399,01030300103043,14,-888.0
1400,01030300103056,1,-888.0
1401,01030300103056,2,1000.0
1402,01030300103056,3,700.0
1403,01030300103056,4,-888.0
1404,01030300103056,5,-888.0
1405,01030300103056,6,-888.0
1406,01030300103056,7,-888.0
1407,01030300103056,8,-888.0
1408,01030300103056,9,-888.0
1409,01030300103056,10,-888.0
1410,01030300103056,11,-888.0
1411,01030300103056,12,-888.0
1412,01030300103056,13,-888.0
1413,01030300103056,14,-888.0
1414,01030300103069,1,200.0
1415,01030300103069,2,2000.0
1416,01030300103069,3,800.0
1417,01030300103069,4,-888.0
1418,01030300103069,5,-888.0
1419,01030300103069,6,-888.0
1420,01030300103069,7,-888.0
1421,01030300103069,8,-888.0
1422,01030300103069,9,-888.0
1423,01030300103069,10,-888.0
1424,01030300103069,11,-888.0
1425,01030300103069,12,-888.0
1426,01030300103069,13,600.0
1427,01030300103069,14,-888.0
1428,01030300103082,1,-888.0
1429,01030300103082,2,2000.0
1430,01030300103082,3,1000.0
1431,01030300103082,4,-888.0
1432,01030300103082,5,-888.0
1433,01030300103082,6,-888.0
1434,01030300103082,7,-888.0
1435,01030300103082,8,-888.0
1436,01030300103082,9,-888.0
1437,01030300103082,10,-888.0
1438,01030300103082,11,-888.0
1439,01030300103082,12,-888.0
1440,01030300103082,13,-888.0
1441,01030300103082,14,-888.0
1442,01030300103095,1,-888.0
1443,01030300103095,2,500.0
1444,01030300103095,3,300.0
1445,01030300103095,4,-888.0
1446,01030300103095,5,-888.0
1447,01030300103095,6,-888.0
1448,01030300103095,7,-888.0
1449,01030300103095,8,-888.0
1450,01030300103095,9,-888.0
1451,01030300103095,10,-888.0
1452,01030300103095,11,-888.0
1453,01030300103095,12,500.0
1454,01030300103095,13,-888.0
1455,01030300103095,14,-888.0
1456,01030300103108,1,-888.0
1457,01030300103108,2,1000.0
1458,01030300103108,3,500.0
1459,01030300103108,4,-888.0
1460,01030300103108,5,-888.0
1461,01030300103108,6,-888.0
1462,01030300103108,7,2000.0
1463,01030300103108,8,-888.0
1464,01030300103108,9,-888.0
1465,01030300103108,10,-888.0
1466,01030300103108,11,1500.0
1467,01030300103108,12,700.0
1468,01030300103108,13,-888.0
1469,01030300103108,14,-888.0
1470,01030300103121,1,80.0
1471,01030300103121,2,2000.0
1472,01030300103121,3,1000.0
1473,01030300103121,4,-888.0
1474,01030300103121,5,-888.0
1475,01030300103121,6,-888.0
1476,01030300103121,7,-888.0
1477,01030300103121,8,-888.0
1478,01030300103121,9,-888.0
1479,01030300103121,10,-888.0
1480,01030300103121,11,-888.0
1481,01030300103121,12,-888.0
1482,01030300103121,13,-888.0
1483,01030300103121,14,-888.0
1484,01030300103134,1,50.0
1485,01030300103134,2,500.0
1486,01030300103134,3,200.0
1487,01030300103134,4,-888.0
1488,01030300103134,5,-888.0
1489,01030300103134,6,-888.0
1490,01030300103134,7,-888.0
1491,01030300103134,8,50.0
1492,01030300103134,9,-888.0
1493,01030300103134,10,-888.0
1494,01030300103134,11,-888.0
1495,01030300103134,12,400.0
1496,01030300103134,13,-888.0
1497,01030300103134,14,-888.0
1498,01030300103147,1,250.0
1499,01030300103147,2,2000.0
1500,01030300103147,3,1000.0
1501,01030300103147,4,-888.0
1502,01030300103147,5,-888.0
1503,01030300103147,6,-888.0
1504,01030300103147,7,-888.0
1505,01030300103147,8,-888.0
1506,01030300103147,9,-888.0
1507,01030300103147,10,-888.0
1508,01030300103147,11,-888.0
1509,01030300103147,12,1000.0
1510,01030300103147,13,-888.0
1511,01030300103147,14,-888.0
1512,01030600403012,1,2000.0
1513,01030600403012,2,350.0
1514,01030600403012,3,15000.0
1515,01030600403012,4,150.0
1516,01030600403012,5,0.0
1517,01030600403012,6,0.0
1518,01030600403012,7,10000.0
1519,01030600403012,8,450.0
1520,01030600403012,9,0.0
1521,01030600403012,10,0.0
1522,01030600403012,11,0.0
1523,01030600403012,12,0.0
1524,01030600403012,13,0.0
1525,01030600403012,14,0.0
1526,01030600403017,1,0.0
1527,01030600403017,2,2000.0
1528,01030600403017,3,3000.0
1529,01030600403017,4,300.0
1530,01030600403017,5,0.0
1531,01030600403017,6,900.0
1532,01030600403017,7,0.0
1533,01030600403017,8,200.0
1534,01030600403017,9,0.0
1535,01030600403017,10,0.0
1536,01030600403017,11,0.0
1537,01030600403017,12,0.0
1538,01030600403017,13,10000.0
1539,01030600403017,14,0.0
1540,01030600403036,1,1200.0
1541,01030600403036,2,1000.0
1542,01030600403036,3,0.0
1543,01030600403036,4,100.0
1544,01030600403036,5,300.0
1545,01030600403036,6,2000.0
1546,01030600403036,7,400.0
1547,01030600403036,8,200.0
1548,01030600403036,9,0.0
1549,01030600403036,10,0.0
1550,01030600403036,11,0.0
1551,01030600403036,12,0.0
1552,01030600403036,13,0.0
1553,01030600403036,14,0.0
1554,01030600403049,1,1400.0
1555,01030600403049,2,1500.0
1556,01030600403049,3,400.0
1557,01030600403049,4,250.0
1558,01030600403049,5,0.0
1559,01030600403049,6,3500.0
1560,01030600403049,7,0.0
1561,01030600403049,8,150.0
1562,01030600403049,9,0.0
1563,01030600403049,10,0.0
1564,01030600403049,11,0.0
1565,01030600403049,12,1000.0
1566,01030600403049,13,0.0
1567,01030600403049,14,0.0
1568,01030600403072,1,500.0
1569,01030600403072,2,500.0
1570,01030600403072,3,1500.0
1571,01030600403072,4,300.0
1572,01030600403072,5,0.0
1573,01030600403072,6,300.0
1574,01030600403072,7,0.0
1575,01030600403072,8,100.0
1576,01030600403072,9,0.0
1577,01030600403072,10,0.0
1578,01030600403072,11,0.0
1579,01030600403072,12,0.0
1580,01030600403072,13,10000.0
1581,01030600403072,14,0.0
1582,01030600403092,1,1500.0
1583,01030600403092,2,1000.0
1584,01030600403092,3,1500.0
1585,01030600403092,4,300.0
1586,01030600403092,5,20.0
1587,01030600403092,6,0.0
1588,01030600403092,7,0.0
1589,01030600403092,8,100.0
1590,01030600403092,9,0.0
1591,01030600403092,10,0.0
1592,01030600403092,11,0.0
1593,01030600403092,12,0.0
1594,01030600403092,13,0.0
1595,01030600403092,14,0.0
1596,01030600403116,1,0.0
1597,01030600403116,2,400.0
1598,01030600403116,3,200.0
1599,01030600403116,4,100.0
1600,01030600403116,5,0.0
1601,01030600403116,6,600.0
1602,01030600403116,7,0.0
1603,01030600403116,8,200.0
1604,01030600403116,9,0.0
1605,01030600403116,10,0.0
1606,01030600403116,11,0.0
1607,01030600403116,12,0.0
1608,01030600403116,13,0.0
1609,01030600403116,14,0.0
1610,01030600403138,1,0.0
1611,01030600403138,2,800.0
1612,01030600403138,3,1900.0
1613,01030600403138,4,500.0
1614,01030600403138,5,10.0
1615,01030600403138,6,500.0
1616,01030600403138,7,0.0
1617,01030600403138,8,0.0
1618,01030600403138,9,0.0
1619,01030600403138,10,0.0
1620,01030600403138,11,0.0
1621,01030600403138,12,200.0
1622,01030600403138,13,3500.0
1623,01030600403138,14,0.0
1624,01030600403164,1,300.0
1625,01030600403164,2,1000.0
1626,01030600403164,3,1500.0
1627,01030600403164,4,0.0
1628,01030600403164,5,0.0
1629,01030600403164,6,0.0
1630,01030600403164,7,0.0
1631,01030600403164,8,100.0
1632,01030600403164,9,0.0
1633,01030600403164,10,0.0
1634,01030600403164,11,0.0
1635,01030600403164,12,0.0
1636,01030600403164,13,8000.0
1637,01030600403164,14,0.0
1638,01030600403173,1,0.0
1639,01030600403173,2,1500.0
1640,01030600403173,3,2800.0
1641,01030600403173,4,500.0
