,HHID,O,O1,O2
808,03110300605149,1.0,2.0,
809,03110300605149,2.0,2.0,
810,03110300605166,1.0,2.0,
811,03110300605166,2.0,2.0,
812,03110300605183,1.0,2.0,
813,03110300605183,2.0,2.0,
814,03110300605200,1.0,2.0,
815,03110300605200,2.0,2.0,
816,03110301501010,1.0,2.0,
817,03110301501010,2.0,2.0,
818,03110301501025,1.0,1.0,1.0
819,03110301501025,2.0,2.0,
820,03110301501040,1.0,1.0,1.0
821,03110301501040,2.0,2.0,
822,03110301501055,1.0,2.0,
823,03110301501055,2.0,2.0,
824,03110301501070,1.0,2.0,
825,03110301501070,2.0,2.0,
826,03110301501085,1.0,1.0,1.0
827,03110301501085,2.0,2.0,
828,03110301501100,1.0,2.0,
829,03110301501100,2.0,2.0,
830,03110301501115,1.0,2.0,
831,03110301501115,2.0,2.0,
832,03110301501130,1.0,2.0,
833,03110301501130,2.0,2.0,
834,03110301501145,1.0,2.0,
835,03110301501145,2.0,2.0,
836,03110301501160,1.0,2.0,
837,03110301501160,2.0,2.0,
838,03110301501175,1.0,2.0,
839,03110301501175,2.0,2.0,
840,03110800110001,1.0,2.0,
841,03110800110001,2.0,2.0,
842,03110800110002,1.0,2.0,
843,03110800110002,2.0,2.0,
844,03110800110003,1.0,2.0,
845,03110800110003,2.0,2.0,
846,03110800110008,1.0,2.0,
847,03110800110008,2.0,2.0,
848,03110800110030,1.0,2.0,
849,03110800110030,2.0,2.0,
850,03110800110052,1.0,2.0,
851,03110800110052,2.0,2.0,
852,03110800110074,1.0,2.0,
853,03110800110074,2.0,2.0,
854,03110800110096,1.0,2.0,
855,03110800110096,2.0,2.0,
856,03110800110118,1.0,2.0,
857,03110800110118,2.0,2.0,
858,03110800110140,1.0,2.0,
859,03110800110140,2.0,2.0,
860,03110800110162,1.0,2.0,
861,03110800110162,2.0,2.0,
862,03110800110184,1.0,2.0,
863,03110800110184,2.0,2.0,
864,03110800701014,1.0,2.0,
865,03110800701014,2.0,2.0,
866,03110800701029,1.0,2.0,
867,03110800701029,2.0,2.0,
868,03110800701044,1.0,2.0,
869,03110800701044,2.0,2.0,
870,03110800701059,1.0,2.0,
871,03110800701059,2.0,2.0,
872,03110800701074,1.0,2.0,
873,03110800701074,2.0,2.0,
874,03110800701089,1.0,2.0,
875,03110800701089,2.0,2.0,
876,03110800701104,1.0,2.0,
877,03110800701104,2.0,2.0,
878,03110800701119,1.0,2.0,
879,03110800701119,2.0,2.0,
880,03110800701134,1.0,2.0,
881,03110800701134,2.0,2.0,
882,03110800701149,1.0,2.0,
883,03110800701149,2.0,2.0,
884,03110800701164,1.0,2.0,
885,03110800701164,2.0,2.0,
886,03110800701179,1.0,2.0,
887,03110800701179,2.0,2.0,
888,03111700101001,1.0,2.0,
889,03111700101001,2.0,2.0,
890,03111700101002,1.0,2.0,
891,03111700101002,2.0,2.0,
892,03111700101003,1.0,2.0,
893,03111700101003,2.0,2.0,
894,03111700101013,1.0,2.0,
895,03111700101013,2.0,2.0,
896,03111700101037,1.0,2.0,
897,03111700101037,2.0,2.0,
898,03111700101061,1.0,2.0,
899,03111700101061,2.0,2.0,
900,03111700101085,1.0,2.0,
901,03111700101085,2.0,2.0,
902,03111700101109,1.0,2.0,
903,03111700101109,2.0,2.0,
904,03111700101133,1.0,2.0,
905,03111700101133,2.0,2.0,
906,03111700101157,1.0,2.0,
907,03111700101157,2.0,2.0,
908,03111700101181,1.0,2.0,
909,03111700101181,2.0,2.0,
910,03111700101205,1.0,2.0,
911,03111700101205,2.0,2.0,
912,03111800604007,1.0,2.0,
913,03111800604007,2.0,2.0,
914,03111800604026,1.0,2.0,
915,03111800604026,2.0,2.0,
916,03111800604045,1.0,2.0,
917,03111800604045,2.0,2.0,
918,03111800604064,1.0,2.0,
919,03111800604064,2.0,2.0,
920,03111800604083,1.0,2.0,
921,03111800604083,2.0,2.0,
922,03111800604102,1.0,2.0,
923,03111800604102,2.0,1.0,2.0
924,03111800604121,1.0,2.0,
925,03111800604121,2.0,2.0,
926,03111800604140,1.0,2.0,
927,03111800604140,2.0,2.0,
928,03111800604159,1.0,2.0,
929,03111800604159,2.0,2.0,
930,03111800604178,1.0,2.0,
931,03111800604178,2.0,2.0,
932,03111800604197,1.0,2.0,
933,03111800604197,2.0,2.0,
934,03111800604216,1.0,2.0,
935,03111800604216,2.0,2.0,
936,03111801205008,1.0,2.0,
937,03111801205008,2.0,2.0,
938,03111801205017,1.0,2.0,
939,03111801205017,2.0,2.0,
940,03111801205026,1.0,2.0,
941,03111801205026,2.0,2.0,
942,03111801205035,1.0,2.0,
943,03111801205035,2.0,2.0,
944,03111801205044,1.0,2.0,
945,03111801205044,2.0,2.0,
946,03111801205053,1.0,2.0,
947,03111801205053,2.0,2.0,
948,03111801205062,1.0,2.0,
949,03111801205062,2.0,2.0,
950,03111801205071,1.0,2.0,
951,03111801205071,2.0,2.0,
952,03111801205080,1.0,2.0,
953,03111801205080,2.0,2.0,
954,03111801205089,1.0,2.0,
955,03111801205089,2.0,2.0,
956,03111801205098,1.0,2.0,
957,03111801205098,2.0,2.0,
958,03111801205107,1.0,2.0,
959,03111801205107,2.0,2.0,
960,03111802013001,1.0,2.0,
961,03111802013001,2.0,2.0,
962,03111802013004,1.0,2.0,
963,03111802013004,2.0,2.0,
964,03111802013018,1.0,2.0,
965,03111802013018,2.0,2.0,
966,03111802013032,1.0,2.0,
967,03111802013032,2.0,2.0,
968,03111802013046,1.0,2.0,
969,03111802013046,2.0,2.0,
970,03111802013060,1.0,2.0,
971,03111802013060,2.0,2.0,
972,03111802013074,1.0,2.0,
973,03111802013074,2.0,2.0,
974,03111802013088,1.0,2.0,
975,03111802013088,2.0,2.0,
976,03111802013102,1.0,2.0,
977,03111802013102,2.0,2.0,
978,03111802013116,1.0,2.0,
979,03111802013116,2.0,2.0,
980,03111802013130,1.0,2.0,
981,03111802013130,2.0,2.0,
982,03111802013144,1.0,2.0,
983,03111802013144,2.0,2.0,
984,03112101007015,1.0,2.0,
985,03112101007015,2.0,1.0,1.0
986,03112101007031,1.0,2.0,
987,03112101007031,2.0,2.0,
988,03112101007047,1.0,1.0,1.0
989,03112101007047,2.0,2.0,
990,03112101007063,1.0,2.0,
991,03112101007063,2.0,2.0,
992,03112101007079,1.0,2.0,
993,03112101007079,2.0,2.0,
994,03112101007095,1.0,2.0,
995,03112101007095,2.0,2.0,
996,03112101007111,1.0,2.0,
997,03112101007111,2.0,2.0,
998,03112101007127,1.0,2.0,
999,03112101007127,2.0,1.0,1.0
1000,03112101007143,1.0,2.0,
1001,03112101007143,2.0,2.0,
1002,03112101007159,1.0,2.0,
1003,03112101007159,2.0,2.0,
1004,03112101007175,1.0,2.0,
1005,03112101007175,2.0,2.0,
1006,03112101007191,1.0,2.0,
1007,03112101007191,2.0,2.0,
1008,03120102608012,1.0,2.0,
1009,03120102608012,2.0,2.0,
1010,03120102608028,1.0,1.0,3.0
1011,03120102608028,2.0,2.0,
1012,03120102608044,1.0,1.0,3.0
1013,03120102608044,2.0,2.0,
1014,03120102608060,1.0,2.0,
1015,03120102608060,2.0,2.0,
1016,03120102608076,1.0,2.0,
1017,03120102608076,2.0,2.0,
1018,03120102608092,1.0,2.0,
1019,03120102608092,2.0,2.0,
1020,03120102608108,1.0,1.0,3.0
1021,03120102608108,2.0,2.0,
1022,03120102608124,1.0,2.0,
1023,03120102608124,2.0,2.0,
1024,03120102608140,1.0,2.0,
1025,03120102608140,2.0,1.0,1.0
1026,03120102608156,1.0,1.0,1.0
1027,03120102608156,2.0,2.0,
1028,03120102608172,1.0,2.0,
1029,03120102608172,2.0,2.0,
1030,03120102608188,1.0,1.0,3.0
1031,03120102608188,2.0,2.0,
1032,03120200303028,1.0,2.0,
1033,03120200303028,2.0,2.0,
1034,03120200303049,1.0,2.0,
1035,03120200303049,2.0,2.0,
1036,03120200303070,1.0,2.0,
1037,03120200303070,2.0,2.0,
1038,03120200303091,1.0,2.0,
1039,03120200303091,2.0,2.0,
1040,03120200303112,1.0,2.0,
1041,03120200303112,2.0,2.0,
1042,03120200303133,2.0,2.0,
1043,03120200303133,2.0,2.0,
1044,03120200303154,1.0,2.0,
1045,03120200303154,2.0,2.0,
1046,03120200303175,1.0,2.0,
1047,03120200303175,2.0,2.0,
1048,03120200303196,1.0,2.0,
1049,03120200303196,2.0,2.0,
1050,03120200303217,1.0,2.0,
1051,03120200303217,2.0,2.0,
1052,03120200303238,1.0,2.0,
1053,03120200303238,2.0,2.0,
1054,03120300709007,1.0,2.0,
1055,03120300709007,2.0,2.0,
1056,03120300709022,1.0,2.0,
1057,03120300709022,2.0,2.0,
1058,03120300709037,1.0,2.0,
1059,03120300709037,2.0,2.0,
1060,03120300709052,1.0,2.0,
1061,03120300709052,2.0,2.0,
1062,03120300709067,1.0,2.0,
1063,03120300709067,2.0,2.0,
1064,03120300709082,1.0,2.0,
1065,03120300709082,2.0,2.0,
1066,03120300709097,1.0,1.0,1.0
1067,03120300709097,2.0,1.0,1.0
1068,03120300709112,1.0,2.0,
1069,03120300709112,2.0,2.0,
1070,03120300709127,1.0,2.0,
1071,03120300709127,2.0,1.0,1.0
1072,03120300709142,1.0,2.0,
1073,03120300709142,2.0,2.0,
1074,03120300709157,1.0,2.0,
1075,03120300709157,2.0,2.0,
1076,03120300709172,1.0,2.0,
1077,03120300709172,2.0,2.0,
1078,03120302401010,1.0,2.0,
1079,03120302401010,2.0,2.0,
1080,03120302401027,1.0,2.0,
1081,03120302401027,2.0,1.0,1.0
1082,03120302401044,1.0,2.0,
1083,03120302401044,2.0,2.0,
1084,03120302401061,1.0,1.0,1.0
1085,03120302401061,2.0,2.0,
1086,03120302401078,1.0,2.0,
1087,03120302401078,2.0,2.0,
1088,03120302401095,1.0,2.0,
1089,03120302401095,2.0,2.0,
1090,03120302401112,1.0,1.0,1.0
1091,03120302401112,2.0,2.0,
1092,03120302401129,1.0,1.0,1.0
1093,03120302401129,2.0,2.0,
1094,03120302401146,1.0,2.0,
1095,03120302401146,2.0,2.0,
1096,03120302401163,1.0,2.0,
1097,03120302401163,2.0,2.0,
1098,03120302401180,1.0,2.0,
1099,03120302401180,2.0,2.0,
1100,03120302401197,1.0,2.0,
1101,03120302401197,2.0,2.0,
1102,03121000302003,1.0,2.0,
1103,03121000302003,2.0,2.0,
1104,03121000302013,1.0,2.0,
1105,03121000302013,2.0,2.0,
1106,03121000302023,1.0,2.0,
1107,03121000302023,2.0,2.0,
1108,03121000302033,1.0,2.0,
1109,03121000302033,2.0,2.0,
1110,03121000302043,1.0,2.0,
1111,03121000302043,2.0,2.0,
1112,03121000302053,1.0,2.0,
1113,03121000302053,2.0,2.0,
1114,03121000302063,1.0,2.0,
1115,03121000302063,2.0,2.0,
1116,03121000302073,1.0,2.0,
1117,03121000302073,2.0,2.0,
1118,03121000302083,1.0,2.0,
1119,03121000302083,2.0,2.0,
1120,03121000302093,1.0,2.0,
1121,03121000302093,2.0,2.0,
1122,03121000302103,1.0,2.0,
1123,03121000302103,2.0,2.0,
1124,03121000302113,1.0,2.0,
1125,03121000302113,2.0,2.0,
1126,03130200801006,1.0,2.0,
1127,03130200801006,2.0,2.0,
1128,03130200801017,1.0,2.0,
1129,03130200801017,2.0,2.0,
1130,03130200801026,1.0,2.0,
1131,03130200801026,1.0,2.0,
1132,03130200801042,1.0,2.0,
1133,03130200801042,1.0,2.0,
1134,03130200801063,1.0,2.0,
1135,03130200801063,2.0,2.0,
1136,03130200801080,1.0,2.0,
1137,03130200801080,2.0,2.0,
1138,03130200801100,1.0,2.0,
1139,03130200801100,2.0,2.0,
1140,03130200801109,1.0,2.0,
1141,03130200801109,2.0,2.0,
1142,03130200801119,1.0,1.0,1.0
1143,03130200801119,2.0,2.0,
1144,03130200801142,1.0,1.0,1.0
1145,03130200801142,2.0,2.0,
1146,03130200801169,1.0,1.0,1.0
1147,03130200801169,2.0,2.0,
1148,03130200801174,1.0,1.0,1.0
1149,03130200801174,2.0,2.0,
1150,03130202504009,1.0,1.0,1.0
1151,03130202504009,2.0,2.0,
1152,03130202504029,1.0,1.0,1.0
1153,03130202504029,2.0,2.0,
1154,03130202504049,1.0,1.0,3.0
1155,03130202504049,2.0,2.0,
1156,03130202504069,1.0,1.0,4.0
1157,03130202504069,2.0,2.0,
1158,03130202504089,1.0,1.0,4.0
1159,03130202504089,2.0,2.0,
1160,03130202504109,1.0,1.0,4.0
1161,03130202504109,2.0,2.0,
1162,03130202504129,1.0,2.0,
1163,03130202504129,2.0,2.0,
1164,03130202504149,1.0,2.0,
1165,03130202504149,2.0,2.0,
1166,03130202504169,1.0,1.0,1.0
1167,03130202504169,1.0,2.0,
1168,03130202504189,1.0,1.0,1.0
1169,03130202504189,1.0,2.0,
1170,03130202504209,1.0,1.0,1.0
1171,03130202504209,1.0,2.0,
1172,03130202504229,1.0,1.0,1.0
1173,03130202504229,1.0,2.0,
1174,03130401201010,1.0,1.0,1.0
1175,03130401201010,2.0,2.0,
1176,03130401201028,1.0,1.0,1.0
1177,03130401201028,2.0,2.0,
1178,03130401201046,1.0,1.0,1.0
1179,03130401201046,2.0,2.0,
1180,03130401201064,1.0,2.0,
1181,03130401201064,2.0,2.0,
1182,03130401201082,1.0,2.0,
1183,03130401201082,2.0,2.0,
1184,03130401201100,1.0,2.0,
1185,03130401201100,2.0,2.0,
1186,03130401201118,1.0,2.0,
1187,03130401201118,1.0,2.0,
1188,03130401201136,1.0,2.0,
1189,03130401201136,1.0,2.0,
1190,03130401201154,1.0,2.0,
1191,03130401201154,1.0,2.0,
1192,03130401201190,1.0,2.0,
1193,03130401201190,2.0,2.0,
1194,03130401201235,1.0,2.0,
1195,03130401201235,2.0,2.0,
1196,03130401201280,1.0,2.0,
1197,03130401201280,1.0,2.0,
1198,03130803001016,1.0,2.0,
1199,03130803001016,1.0,2.0,
1200,03130803001024,1.0,2.0,
1201,03130803001024,1.0,2.0,
1202,03130803001042,1.0,2.0,
1203,03130803001042,1.0,2.0,
1204,03130803001052,2.0,2.0,
1205,03130803001052,2.0,2.0,
1206,03130803001067,1.0,2.0,
1207,03130803001067,2.0,2.0,
1208,03130803001075,1.0,2.0,
1209,03130803001075,2.0,2.0,
1210,03130803001083,1.0,2.0,
1211,03130803001083,2.0,2.0,
1212,03130803001100,1.0,1.0,4.0
1213,03130803001100,2.0,2.0,
1214,03130803001108,1.0,1.0,3.0
1215,03130803001108,2.0,2.0,
1216,03130803001122,1.0,1.0,3.0
1217,03130803001122,2.0,2.0,
1218,03130803001154,1.0,2.0,
1219,03130803001154,2.0,2.0,
1220,03130803001204,1.0,1.0,4.0
1221,03130803001204,2.0,2.0,
1222,03131000101001,2.0,2.0,
1223,03131000101001,2.0,2.0,
1224,03131000101014,2.0,2.0,
1225,03131000101014,2.0,2.0,
1226,03131000101032,2.0,1.0,1.0
1227,03131000101032,2.0,2.0,
1228,03131000101050,2.0,2.0,
1229,03131000101050,2.0,2.0,
1230,03131000101068,2.0,2.0,
1231,03131000101068,2.0,2.0,
1232,03131000101086,2.0,2.0,
1233,03131000101086,2.0,2.0,
1234,03131000101104,2.0,2.0,
1235,03131000101104,2.0,2.0,
1236,03131000101122,2.0,2.0,
1237,03131000101122,2.0,2.0,
1238,03131000101140,2.0,2.0,
1239,03131000101140,2.0,2.0,
1240,03131000101158,1.0,2.0,
1241,03131000101158,2.0,2.0,
1242,03131000101176,2.0,2.0,
1243,03131000101176,2.0,2.0,
1244,03131000101194,1.0,2.0,
1245,03131000101194,2.0,2.0,
1246,03140400104008,1.0,2.0,
1247,03140400104008,2.0,2.0,
1248,03140400104017,1.0,2.0,
1249,03140400104017,2.0,2.0,
1250,03140400104026,1.0,2.0,
1251,03140400104026,2.0,2.0,
1252,03140400104035,1.0,2.0,
1253,03140400104035,2.0,2.0,
1254,03140400104044,1.0,2.0,
1255,03140400104044,2.0,2.0,
1256,03140400104053,1.0,2.0,
1257,03140400104053,2.0,2.0,
1258,03140400104062,1.0,2.0,
1259,03140400104062,2.0,2.0,
1260,03140400104071,1.0,2.0,
1261,03140400104071,2.0,2.0,
1262,03140400104080,1.0,2.0,
1263,03140400104080,2.0,2.0,
1264,03140400104089,1.0,2.0,
1265,03140400104089,2.0,2.0,
1266,03140400104098,1.0,2.0,
1267,03140400104098,2.0,2.0,
1268,03140400104107,1.0,2.0,
1269,03140400104107,2.0,2.0,
1270,03140901602005,1.0,2.0,
1271,03140901602005,2.0,2.0,
1272,03140901602020,1.0,2.0,
1273,03140901602020,2.0,2.0,
1274,03140901602035,1.0,2.0,
1275,03140901602035,1.0,2.0,
1276,03140901602050,1.0,2.0,
1277,03140901602050,1.0,2.0,
1278,03140901602065,1.0,2.0,
1279,03140901602065,2.0,2.0,
1280,03140901602080,1.0,2.0,
1281,03140901602080,2.0,2.0,
1282,03140901602095,1.0,2.0,
1283,03140901602095,2.0,2.0,
1284,03140901602110,1.0,2.0,
1285,03140901602110,2.0,2.0,
1286,03140901602125,1.0,1.0,4.0
1287,03140901602125,2.0,2.0,
1288,03140901602140,1.0,1.0,4.0
1289,03140901602140,2.0,2.0,
1290,03140901602155,1.0,1.0,4.0
1291,03140901602155,2.0,2.0,
1292,03140901602170,1.0,1.0,3.0
1293,03140901602170,2.0,2.0,
1294,03141000205007,1.0,2.0,
1295,03141000205007,1.0,2.0,
1296,03141000205024,1.0,2.0,
1297,03141000205024,1.0,2.0,
1298,03141000205041,1.0,2.0,
1299,03141000205041,1.0,2.0,
1300,03141000205058,1.0,2.0,
1301,03141000205058,2.0,2.0,
1302,03141000205075,1.0,2.0,
1303,03141000205075,2.0,2.0,
1304,03141000205092,1.0,2.0,
1305,03141000205092,2.0,2.0,
1306,03141000205109,1.0,1.0,1.0
1307,03141000205109,2.0,2.0,
1308,03141000205126,1.0,1.0,1.0
1309,03141000205126,2.0,2.0,
1310,03141000205143,1.0,1.0,1.0
1311,03141000205143,2.0,2.0,
1312,03141000205164,1.0,2.0,
1313,03141000205164,1.0,2.0,
1314,03141000205178,1.0,2.0,
1315,03141000205178,2.0,2.0,
1316,03141000205192,1.0,1.0,3.0
1317,03141000205192,2.0,2.0,
1318,03141001902009,1.0,2.0,
1319,03141001902009,1.0,2.0,
1320,03141001902025,1.0,2.0,
1321,03141001902025,1.0,2.0,
1322,03141001902041,1.0,2.0,
1323,03141001902041,1.0,2.0,
1324,03141001902057,1.0,2.0,
1325,03141001902057,1.0,2.0,
1326,03141001902073,1.0,2.0,
1327,03141001902073,2.0,2.0,
1328,03141001902089,1.0,2.0,
1329,03141001902089,2.0,2.0,
1330,03141001902105,1.0,2.0,
1331,03141001902105,2.0,2.0,
1332,03141001902121,1.0,2.0,
1333,03141001902121,2.0,2.0,
1334,03141001902137,1.0,1.0,3.0
1335,03141001902137,2.0,2.0,
1336,03141001902153,1.0,1.0,4.0
1337,03141001902153,2.0,2.0,
1338,03141001902169,1.0,1.0,4.0
1339,03141001902169,2.0,2.0,
1340,03141001902185,1.0,1.0,4.0
1341,03141001902185,2.0,2.0,
1342,03141202605009,1.0,2.0,
1343,03141202605009,1.0,2.0,
1344,03141202605013,1.0,2.0,
1345,03141202605013,2.0,2.0,
1346,03141202605018,1.0,2.0,
1347,03141202605018,2.0,2.0,
1348,03141202605031,2.0,2.0,
1349,03141202605031,2.0,2.0,
1350,03141202605036,1.0,2.0,
1351,03141202605036,1.0,2.0,
1352,03141202605049,1.0,2.0,
1353,03141202605049,1.0,2.0,
1354,03141202605067,2.0,2.0,
1355,03141202605067,2.0,2.0,
1356,03141202605085,2.0,2.0,
1357,03141202605085,2.0,2.0,
1358,03141202605103,2.0,2.0,
1359,03141202605103,2.0,2.0,
1360,03141202605121,1.0,2.0,
1361,03141202605121,2.0,2.0,
1362,03141202605139,1.0,2.0,
1363,03141202605139,1.0,2.0,
1364,03141202605157,1.0,2.0,
1365,03141202605157,2.0,2.0,
1366,03141700416006,1.0,2.0,
1367,03141700416006,2.0,2.0,
1368,03141700416018,1.0,2.0,
1369,03141700416018,2.0,2.0,
1370,03141700416030,1.0,2.0,
1371,03141700416030,2.0,2.0,
1372,03141700416042,1.0,2.0,
1373,03141700416042,2.0,2.0,
1374,03141700416054,1.0,2.0,
1375,03141700416054,2.0,2.0,
1376,03141700416066,1.0,2.0,
1377,03141700416066,2.0,2.0,
1378,03141700416078,2.0,2.0,
1379,03141700416078,2.0,2.0,
1380,03141700416090,2.0,2.0,
1381,03141700416090,2.0,2.0,
1382,03141700416102,1.0,2.0,
1383,03141700416102,2.0,2.0,
1384,03141700416114,2.0,2.0,
1385,03141700416114,2.0,2.0,
1386,03141700416126,1.0,2.0,
1387,03141700416126,2.0,2.0,
1388,03141700416138,1.0,2.0,
1389,03141700416138,2.0,2.0,
1390,03141800307011,1.0,2.0,
1391,03141800307011,2.0,2.0,
1392,03141800307024,1.0,2.0,
1393,03141800307024,2.0,2.0,
1394,03141800307037,1.0,2.0,
1395,03141800307037,2.0,2.0,
1396,03141800307050,1.0,2.0,
1397,03141800307050,2.0,2.0,
1398,03141800307063,1.0,2.0,
1399,03141800307063,2.0,2.0,
1400,03141800307076,1.0,2.0,
1401,03141800307076,2.0,2.0,
1402,03141800307089,1.0,2.0,
1403,03141800307089,2.0,2.0,
1404,03141800307102,1.0,2.0,
1405,03141800307102,2.0,2.0,
1406,03141800307115,1.0,2.0,
1407,03141800307115,2.0,2.0,
1408,03141800307120,1.0,2.0,
1409,03141800307120,2.0,2.0,
1410,03141800307141,1.0,2.0,
1411,03141800307141,2.0,2.0,
1412,03141800307154,1.0,2.0,
1413,03141800307154,2.0,2.0,
1414,03141800618005,1.0,2.0,
1415,03141800618005,2.0,2.0,
1416,03141800618012,1.0,2.0,
1417,03141800618012,1.0,2.0,
1418,03141800618019,1.0,2.0,
1419,03141800618019,2.0,2.0,
1420,03141800618026,1.0,2.0,
1421,03141800618026,1.0,2.0,
1422,03141800618033,1.0,2.0,
1423,03141800618033,2.0,2.0,
1424,03141800618040,1.0,2.0,
1425,03141800618040,2.0,2.0,
1426,03141800618047,1.0,2.0,
1427,03141800618047,2.0,2.0,
1428,03141800618054,1.0,2.0,
1429,03141800618054,2.0,2.0,
1430,03141800618061,1.0,2.0,
1431,03141800618061,2.0,2.0,
1432,03141800618068,1.0,2.0,
1433,03141800618068,2.0,2.0,
1434,03141800618075,1.0,2.0,
1435,03141800618075,2.0,2.0,
1436,03141800618082,1.0,2.0,
1437,03141800618082,2.0,2.0,
1438,03141800910007,1.0,2.0,
1439,03141800910007,1.0,2.0,
1440,03141800910019,1.0,2.0,
1441,03141800910019,2.0,2.0,
1442,03141800910031,1.0,2.0,
1443,03141800910031,2.0,2.0,
1444,03141800910043,1.0,2.0,
1445,03141800910043,2.0,2.0,
1446,03141800910055,1.0,2.0,
1447,03141800910055,2.0,2.0,
1448,03141800910067,1.0,2.0,
1449,03141800910067,2.0,2.0,
1450,03141800910079,1.0,2.0,
1451,03141800910079,2.0,2.0,
1452,03141800910091,1.0,2.0,
1453,03141800910091,2.0,2.0,
1454,03141800910103,1.0,2.0,
1455,03141800910103,2.0,2.0,
1456,03141800910115,1.0,2.0,
1457,03141800910115,2.0,2.0,
1458,03141800910127,1.0,2.0,
1459,03141800910127,2.0,2.0,
1460,03141800910139,1.0,2.0,
1461,03141800910139,2.0,2.0,
1462,03150300101020,1.0,2.0,
1463,03150300101020,2.0,2.0,
1464,03150300101040,1.0,2.0,
1465,03150300101040,2.0,2.0,
1466,03150300101060,1.0,2.0,
1467,03150300101060,2.0,2.0,
1468,03150300101080,1.0,2.0,
1469,03150300101080,2.0,2.0,
1470,03150300101100,1.0,2.0,
1471,03150300101100,2.0,2.0,
1472,03150300101120,1.0,2.0,
1473,03150300101120,2.0,2.0,
1474,03150300101140,1.0,2.0,
1475,03150300101140,1.0,2.0,
1476,03150300101160,1.0,2.0,
1477,03150300101160,1.0,2.0,
1478,03150300101180,1.0,2.0,
1479,03150300101180,1.0,2.0,
1480,03150300101200,1.0,2.0,
1481,03150300101200,1.0,2.0,
1482,03150300101220,1.0,2.0,
1483,03150300101220,1.0,2.0,
1484,03150300101240,1.0,2.0,
1485,03150300101240,1.0,2.0,
1486,03150300905019,1.0,2.0,
1487,03150300905019,2.0,2.0,
1488,03150300905023,1.0,2.0,
1489,03150300905023,1.0,2.0,
1490,03150300905039,1.0,2.0,
1491,03150300905039,2.0,2.0,
1492,03150300905059,1.0,2.0,
1493,03150300905059,1.0,2.0,
1494,03150300905079,1.0,2.0,
1495,03150300905079,1.0,2.0,
1496,03150300905099,1.0,2.0,
1497,03150300905099,2.0,2.0,
1498,03150300905119,1.0,2.0,
1499,03150300905119,2.0,2.0,
1500,03150300905139,1.0,2.0,
1501,03150300905139,2.0,2.0,
1502,03150300905179,1.0,2.0,
1503,03150300905179,2.0,2.0,
1504,03150300905199,1.0,2.0,
1505,03150300905199,1.0,2.0,
1506,03150300905219,1.0,2.0,
1507,03150300905219,1.0,2.0,
1508,03150300905239,1.0,2.0,
1509,03150300905239,1.0,2.0,
1510,03150800103013,1.0,2.0,
1511,03150800103013,1.0,2.0,
1512,03150800103028,1.0,2.0,
1513,03150800103028,1.0,2.0,
1514,03150800103043,1.0,2.0,
1515,03150800103043,1.0,2.0,
1516,03150800103058,1.0,2.0,
1517,03150800103058,2.0,2.0,
1518,03150800103073,2.0,1.0,1.0
1519,03150800103073,2.0,1.0,1.0
1520,03150800103088,1.0,2.0,
1521,03150800103088,2.0,2.0,
1522,03150800103103,2.0,2.0,
1523,03150800103103,2.0,2.0,
1524,03150800103118,2.0,2.0,
1525,03150800103118,2.0,2.0,
1526,03150800103133,2.0,2.0,
1527,03150800103133,2.0,2.0,
1528,03150800103148,2.0,1.0,1.0
1529,03150800103148,2.0,1.0,1.0
1530,03150800103163,2.0,2.0,
1531,03150800103163,2.0,2.0,
1532,03150800103178,2.0,2.0,
1533,03150800103178,2.0,2.0,
1534,03151900506012,1.0,2.0,
1535,03151900506012,2.0,2.0,
1536,03151900506027,1.0,2.0,
1537,03151900506027,2.0,2.0,
1538,03151900506042,1.0,2.0,
1539,03151900506042,2.0,2.0,
1540,03151900506057,1.0,2.0,
1541,03151900506057,2.0,2.0,
1542,03151900506072,1.0,2.0,
1543,03151900506072,2.0,2.0,
1544,03151900506087,1.0,2.0,
1545,03151900506087,2.0,2.0,
1546,03151900506102,1.0,2.0,
1547,03151900506102,2.0,2.0,
1548,03151900506117,2.0,2.0,
1549,03151900506117,2.0,2.0,
1550,03151900506132,1.0,2.0,
1551,03151900506132,1.0,2.0,
1552,03151900506147,1.0,2.0,
1553,03151900506147,2.0,2.0,
1554,03151900506162,1.0,2.0,
1555,03151900506162,1.0,2.0,
1556,03151900506177,1.0,2.0,
1557,03151900506177,1.0,2.0,
1558,03152000107001,1.0,2.0,
1559,03152000107001,1.0,2.0,
1560,03152000107003,1.0,2.0,
1561,03152000107003,1.0,2.0,
1562,03152000107005,1.0,2.0,
1563,03152000107005,1.0,2.0,
1564,03152000107007,1.0,2.0,
1565,03152000107007,1.0,2.0,
1566,03152000107009,1.0,1.0,3.0
1567,03152000107009,1.0,2.0,
1568,03152000107011,1.0,2.0,
1569,03152000107011,1.0,2.0,
1570,03152000107013,2.0,2.0,
1571,03152000107013,2.0,2.0,
1572,03152000107015,1.0,2.0,
1573,03152000107015,1.0,2.0,
1574,03152000107017,1.0,2.0,
1575,03152000107017,1.0,2.0,
